n {0,0},{0,1} {0,0},{1,0} {0,0},{1,0} {0,0},{1,1} {1,1},{2,1} 
i 0 3 2 14 15 34 
i 7 0 1 3 4 15 
i 6 5 0 4 17 16 
i 22 7 8 0 5 4 
i 23 8 9 1 0 3 
i 46 23 24 8 7 0 
n {-2,0},{-1,1} {-1,1},{-1,2} {-1,2},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 8 9 23 22 45 
i 4 0 1 7 6 21 
i 17 5 0 6 19 20 
i 15 3 2 0 5 6 
i 14 2 11 1 0 7 
i 33 13 12 2 3 0 
i 0 4 17 15 14 33 
i 8 0 5 3 2 13 
i 9 1 0 2 11 12 
i 23 7 6 0 1 2 
i 22 6 19 5 0 3 
i 45 21 20 6 7 0 
i 0 6 19 21 22 45 
i 2 0 5 7 8 23 
i 11 1 0 8 9 24 
i 13 3 4 0 1 8 
i 14 4 17 5 0 7 
i 33 15 16 4 3 0 
i 0 2 11 13 14 33 
i 6 0 1 3 4 15 
i 19 5 0 4 17 16 
i 21 7 8 0 5 4 
i 22 8 9 1 0 3 
i 45 23 24 8 7 0 
n {-1,0},{-1,1} {-1,1},{-1,2} {-1,2},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 1 10 8 7 22 
i 5 0 1 7 6 21 
i 18 5 0 6 19 20 
i 4 3 2 0 5 6 
i 3 2 11 1 0 7 
i 14 13 12 2 3 0 
i 0 5 18 4 3 14 
i 1 0 5 3 2 13 
i 10 1 0 2 11 12 
i 8 7 6 0 1 2 
i 7 6 19 5 0 3 
i 22 21 20 6 7 0 
i 0 5 18 6 7 22 
i 1 0 5 7 8 23 
i 10 1 0 8 9 24 
i 2 3 4 0 1 8 
i 3 4 17 5 0 7 
i 14 15 16 4 3 0 
i 0 1 10 2 3 14 
i 5 0 1 3 4 15 
i 18 5 0 4 17 16 
i 6 7 8 0 5 4 
i 7 8 9 1 0 3 
i 22 23 24 8 7 0 
n {-1,0},{0,1} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} {0,0},{1,1} 
i 0 8 7 22 23 
i 4 0 5 6 7 
i 3 1 0 7 8 
i 14 2 3 0 1 
i 15 3 4 5 0 
i 0 4 3 14 15 
i 8 0 1 2 3 
i 7 5 0 3 4 
i 22 6 7 0 5 
i 23 7 8 1 0 
i 0 6 7 22 21 
i 2 0 1 8 7 
i 3 5 0 7 6 
i 14 4 3 0 5 
i 13 3 2 1 0 
i 0 2 3 14 13 
i 6 0 5 4 3 
i 7 1 0 3 2 
i 22 8 7 0 1 
i 21 7 6 5 0 
n {-1,0},{0,1} {-1,0},{0,1} {-1,1},{0,0} {0,0},{0,1} {0,0},{1,0} 
i 0 8 1 7 22 
i 4 0 3 5 6 
i 5 7 0 6 21 
i 3 1 2 0 7 
i 14 2 13 3 0 
i 0 4 5 3 14 
i 8 0 7 1 2 
i 1 3 0 2 13 
i 7 5 6 0 3 
i 22 6 21 7 0 
i 0 6 5 7 22 
i 2 0 3 1 8 
i 1 7 0 8 23 
i 3 5 4 0 7 
i 14 4 15 3 0 
i 0 2 1 3 14 
i 6 0 7 5 4 
i 5 3 0 4 15 
i 7 1 8 0 3 
i 22 8 23 7 0 
n {-1,-1},{0,0} {-1,0},{0,1} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 8 1 9 23 
i 4 0 3 1 7 
i 5 7 0 8 22 
i 17 5 4 0 6 
i 15 3 14 2 0 
i 0 4 5 17 15 
i 8 0 7 5 3 
i 1 3 0 4 14 
i 9 1 8 0 2 
i 23 7 22 6 0 
i 0 6 5 19 21 
i 2 0 3 5 7 
i 1 7 0 6 22 
i 11 1 2 0 8 
i 13 3 14 4 0 
i 0 2 1 11 13 
i 6 0 7 1 3 
i 5 3 0 2 14 
i 19 5 6 0 4 
i 21 7 22 8 0 
n {-1,0},{0,1} {-1,0},{0,1} {0,-1},{0,0} {0,0},{0,1} {0,0},{1,0} 
i 0 8 6 7 22 
i 4 0 18 5 6 
i 2 10 0 1 8 
i 3 1 5 0 7 
i 14 2 4 3 0 
i 0 4 2 3 14 
i 8 0 10 1 2 
i 6 18 0 5 4 
i 7 5 1 0 3 
i 22 6 8 7 0 
i 0 6 8 7 22 
i 2 0 10 1 8 
i 4 18 0 5 6 
i 3 5 1 0 7 
i 14 4 2 3 0 
i 0 2 4 3 14 
i 6 0 18 5 4 
i 8 10 0 1 2 
i 7 1 5 0 3 
i 22 8 6 7 0 
n {-1,0},{0,1} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,-1} {0,0},{1,0} 
i 0 8 7 21 22 
i 4 0 5 19 6 
i 3 1 0 6 7 
i 13 11 2 0 1 
i 14 2 3 5 0 
i 0 4 3 13 14 
i 8 0 1 11 2 
i 7 5 0 2 3 
i 21 19 6 0 5 
i 22 6 7 1 0 
i 0 6 7 23 22 
i 2 0 1 9 8 
i 3 5 0 8 7 
i 15 17 4 0 5 
i 14 4 3 1 0 
i 0 2 3 15 14 
i 6 0 5 17 4 
i 7 1 0 4 3 
i 23 9 8 0 1 
i 22 8 7 5 0 
n {-1,0},{0,1} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} {0,1},{1,1} 
i 0 8 7 22 23 
i 4 0 5 6 7 
i 3 1 0 7 8 
i 14 2 3 0 1 
i 15 3 4 5 0 
i 0 4 3 14 15 
i 8 0 1 2 3 
i 7 5 0 3 4 
i 22 6 7 0 5 
i 23 7 8 1 0 
i 0 6 7 22 21 
i 2 0 1 8 7 
i 3 5 0 7 6 
i 14 4 3 0 5 
i 13 3 2 1 0 
i 0 2 3 14 13 
i 6 0 5 4 3 
i 7 1 0 3 2 
i 22 8 7 0 1 
i 21 7 6 5 0 
n {-1,0},{0,1} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} {0,1},{1,2} 
i 0 8 7 22 24 
i 4 0 5 6 8 
i 3 1 0 7 9 
i 14 2 3 0 10 
i 16 4 17 18 0 
i 0 4 3 14 16 
i 8 0 1 2 4 
i 7 5 0 3 17 
i 22 6 7 0 18 
i 24 8 9 10 0 
i 0 6 7 22 20 
i 2 0 1 8 6 
i 3 5 0 7 19 
i 14 4 3 0 18 
i 12 2 11 10 0 
i 0 2 3 14 12 
i 6 0 5 4 2 
i 7 1 0 3 11 
i 22 8 7 0 10 
i 20 6 19 18 0 
n {-1,0},{0,1} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} {0,1},{0,2} 
i 0 8 7 22 9 
i 4 0 5 6 1 
i 3 1 0 7 10 
i 14 2 3 0 11 
i 17 5 18 19 0 
i 0 4 3 14 17 
i 8 0 1 2 5 
i 7 5 0 3 18 
i 22 6 7 0 19 
i 9 1 10 11 0 
i 0 6 7 22 19 
i 2 0 1 8 5 
i 3 5 0 7 18 
i 14 4 3 0 17 
i 11 1 10 9 0 
i 0 2 3 14 11 
i 6 0 5 4 1 
i 7 1 0 3 10 
i 22 8 7 0 9 
i 19 5 18 17 0 
n {-1,0},{0,1} {-1,0},{0,1} {-1,2},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 8 10 7 22 
i 4 0 2 5 6 
i 18 6 0 19 20 
i 3 1 11 0 7 
i 14 2 12 3 0 
i 0 4 18 3 14 
i 8 0 6 1 2 
i 10 2 0 11 12 
i 7 5 19 0 3 
i 22 6 20 7 0 
i 0 6 18 7 22 
i 2 0 4 1 8 
i 10 8 0 9 24 
i 3 5 17 0 7 
i 14 4 16 3 0 
i 0 2 10 3 14 
i 6 0 8 5 4 
i 18 4 0 17 16 
i 7 1 9 0 3 
i 22 8 24 7 0 
n {-1,0},{-1,1} {-1,0},{0,1} {-1,1},{0,2} {0,0},{0,1} {0,0},{1,0} 
i 0 1 8 9 7 22 
i 5 0 7 8 6 21 
i 4 3 0 1 5 6 
i 17 4 5 0 18 19 
i 3 2 1 10 0 7 
i 14 13 2 11 3 0 
i 0 5 4 17 3 14 
i 1 0 3 4 2 13 
i 8 7 0 5 1 2 
i 9 8 1 0 10 11 
i 7 6 5 18 0 3 
i 22 21 6 19 7 0 
i 0 5 6 19 7 22 
i 1 0 7 6 8 23 
i 2 3 0 5 1 8 
i 11 2 1 0 10 9 
i 3 4 5 18 0 7 
i 14 15 4 17 3 0 
i 0 1 2 11 3 14 
i 5 0 3 2 4 15 
i 6 7 0 1 5 4 
i 19 6 5 0 18 17 
i 7 8 1 10 0 3 
i 22 23 8 9 7 0 
n {-1,0},{-1,1} {-1,0},{0,1} {-1,1},{-1,2} {0,0},{0,1} {0,0},{1,0} 
i 0 1 8 10 7 22 
i 5 0 7 1 6 21 
i 4 3 0 2 5 6 
i 18 5 6 0 19 20 
i 3 2 1 11 0 7 
i 14 13 2 12 3 0 
i 0 5 4 18 3 14 
i 1 0 3 5 2 13 
i 8 7 0 6 1 2 
i 10 1 2 0 11 12 
i 7 6 5 19 0 3 
i 22 21 6 20 7 0 
i 0 5 6 18 7 22 
i 1 0 7 5 8 23 
i 2 3 0 4 1 8 
i 10 1 8 0 9 24 
i 3 4 5 17 0 7 
i 14 15 4 16 3 0 
i 0 1 2 10 3 14 
i 5 0 3 1 4 15 
i 6 7 0 8 5 4 
i 18 5 4 0 17 16 
i 7 8 1 9 0 3 
i 22 23 8 24 7 0 
n {-2,2},{-1,1} {-1,0},{-1,1} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 6 19 21 20 43 
i 2 0 5 7 6 21 
i 11 1 0 8 7 22 
i 13 3 4 0 5 6 
i 12 2 3 1 0 7 
i 31 13 14 2 3 0 
i 0 2 11 13 12 31 
i 6 0 1 3 2 13 
i 19 5 0 4 3 14 
i 21 7 8 0 1 2 
i 20 6 7 5 0 3 
i 43 21 22 6 7 0 
i 0 8 9 23 24 47 
i 4 0 1 7 8 23 
i 17 5 0 6 7 22 
i 15 3 2 0 1 8 
i 16 4 3 5 0 7 
i 35 15 14 4 3 0 
i 0 4 17 15 16 35 
i 8 0 5 3 4 15 
i 9 1 0 2 3 14 
i 23 7 6 0 5 4 
i 24 8 7 1 0 3 
i 47 23 22 8 7 0 
n {-2,1},{-1,1} {-1,0},{-1,1} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 7 6 22 21 44 
i 3 0 5 7 6 21 
i 2 1 0 8 7 22 
i 14 3 4 0 5 6 
i 13 2 3 1 0 7 
i 32 13 14 2 3 0 
i 0 7 8 22 23 46 
i 3 0 1 7 8 23 
i 4 5 0 6 7 22 
i 14 3 2 0 1 8 
i 15 4 3 5 0 7 
i 34 15 14 4 3 0 
n {-2,0},{-1,1} {-1,0},{-1,1} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 8 7 23 22 45 
i 4 0 5 7 6 21 
i 3 1 0 8 7 22 
i 15 3 4 0 5 6 
i 14 2 3 1 0 7 
i 33 13 14 2 3 0 
i 0 4 3 15 14 33 
i 8 0 1 3 2 13 
i 7 5 0 4 3 14 
i 23 7 8 0 1 2 
i 22 6 7 5 0 3 
i 45 21 22 6 7 0 
i 0 6 7 21 22 45 
i 2 0 1 7 8 23 
i 3 5 0 6 7 22 
i 13 3 2 0 1 8 
i 14 4 3 5 0 7 
i 33 15 14 4 3 0 
i 0 2 3 13 14 33 
i 6 0 5 3 4 15 
i 7 1 0 2 3 14 
i 21 7 6 0 5 4 
i 22 8 7 1 0 3 
i 45 23 22 8 7 0 
n {-2,1},{-1,0} {-2,1},{-1,2} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 6 8 22 21 44 
i 2 0 10 8 7 22 
i 4 18 0 6 19 20 
i 14 4 2 0 5 6 
i 13 3 11 1 0 7 
i 32 14 12 2 3 0 
i 0 2 4 14 13 32 
i 6 0 18 4 3 14 
i 8 10 0 2 11 12 
i 22 8 6 0 1 2 
i 21 7 19 5 0 3 
i 44 22 20 6 7 0 
i 0 8 6 22 23 46 
i 4 0 18 6 7 22 
i 2 10 0 8 9 24 
i 14 2 4 0 1 8 
i 15 3 17 5 0 7 
i 34 14 16 4 3 0 
i 0 4 2 14 15 34 
i 8 0 10 2 3 14 
i 6 18 0 4 17 16 
i 22 6 8 0 5 4 
i 23 7 9 1 0 3 
i 46 22 24 8 7 0 
n {-2,1},{-2,2} {-2,1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 1 6 22 21 44 
i 5 0 19 21 20 43 
i 2 11 0 8 7 22 
i 14 13 4 0 5 6 
i 13 12 3 1 0 7 
i 32 31 14 2 3 0 
i 0 5 2 14 13 32 
i 1 0 11 13 12 31 
i 6 19 0 4 3 14 
i 22 21 8 0 1 2 
i 21 20 7 5 0 3 
i 44 43 22 6 7 0 
i 0 5 8 22 23 46 
i 1 0 9 23 24 47 
i 4 17 0 6 7 22 
i 14 15 2 0 1 8 
i 15 16 3 5 0 7 
i 34 35 14 4 3 0 
i 0 1 4 14 15 34 
i 5 0 17 15 16 35 
i 8 9 0 2 3 14 
i 22 23 6 0 5 4 
i 23 24 7 1 0 3 
i 46 47 22 8 7 0 
n {-3,2},{-2,1} {-2,1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 6 20 44 43 74 
i 2 0 6 22 21 44 
i 12 2 0 8 7 22 
i 32 14 4 0 5 6 
i 31 13 3 1 0 7 
i 58 32 14 2 3 0 
i 0 2 12 32 31 58 
i 6 0 2 14 13 32 
i 20 6 0 4 3 14 
i 44 22 8 0 1 2 
i 43 21 7 5 0 3 
i 74 44 22 6 7 0 
i 0 8 24 46 47 78 
i 4 0 8 22 23 46 
i 16 4 0 6 7 22 
i 34 14 2 0 1 8 
i 35 15 3 5 0 7 
i 62 34 14 4 3 0 
i 0 4 16 34 35 62 
i 8 0 4 14 15 34 
i 24 8 0 2 3 14 
i 46 22 6 0 5 4 
i 47 23 7 1 0 3 
i 78 46 22 8 7 0 
n {-3,1},{-2,1} {-2,1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 7 21 45 44 75 
i 3 0 6 22 21 44 
i 13 2 0 8 7 22 
i 33 14 4 0 5 6 
i 32 13 3 1 0 7 
i 59 32 14 2 3 0 
i 0 3 13 33 32 59 
i 7 0 2 14 13 32 
i 21 6 0 4 3 14 
i 45 22 8 0 1 2 
i 44 21 7 5 0 3 
i 75 44 22 6 7 0 
i 0 7 23 45 46 77 
i 3 0 8 22 23 46 
i 15 4 0 6 7 22 
i 33 14 2 0 1 8 
i 34 15 3 5 0 7 
i 61 34 14 4 3 0 
i 0 3 15 33 34 61 
i 7 0 4 14 15 34 
i 23 8 0 2 3 14 
i 45 22 6 0 5 4 
i 46 23 7 1 0 3 
i 77 46 22 8 7 0 
n {-3,0},{-2,1} {-2,1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 8 22 46 45 76 
i 4 0 6 22 21 44 
i 14 2 0 8 7 22 
i 34 14 4 0 5 6 
i 33 13 3 1 0 7 
i 60 32 14 2 3 0 
i 0 4 14 34 33 60 
i 8 0 2 14 13 32 
i 22 6 0 4 3 14 
i 46 22 8 0 1 2 
i 45 21 7 5 0 3 
i 76 44 22 6 7 0 
i 0 6 22 44 45 76 
i 2 0 8 22 23 46 
i 14 4 0 6 7 22 
i 32 14 2 0 1 8 
i 33 15 3 5 0 7 
i 60 34 14 4 3 0 
i 0 2 14 32 33 60 
i 6 0 4 14 15 34 
i 22 8 0 2 3 14 
i 44 22 6 0 5 4 
i 45 23 7 1 0 3 
i 76 46 22 8 7 0 
n {-2,0},{-2,1} {-2,1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 1 7 23 22 45 
i 5 0 6 22 21 44 
i 3 2 0 8 7 22 
i 15 14 4 0 5 6 
i 14 13 3 1 0 7 
i 33 32 14 2 3 0 
i 0 5 3 15 14 33 
i 1 0 2 14 13 32 
i 7 6 0 4 3 14 
i 23 22 8 0 1 2 
i 22 21 7 5 0 3 
i 45 44 22 6 7 0 
i 0 5 7 21 22 45 
i 1 0 8 22 23 46 
i 3 4 0 6 7 22 
i 13 14 2 0 1 8 
i 14 15 3 5 0 7 
i 33 34 14 4 3 0 
i 0 1 3 13 14 33 
i 5 0 4 14 15 34 
i 7 8 0 2 3 14 
i 21 22 6 0 5 4 
i 22 23 7 1 0 3 
i 45 46 22 8 7 0 
n {-3,1},{-2,0} {-2,0},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 6 21 45 44 75 
i 2 0 7 23 22 45 
i 13 3 0 8 7 22 
i 33 15 4 0 5 6 
i 32 14 3 1 0 7 
i 59 33 14 2 3 0 
i 0 2 13 33 32 59 
i 6 0 3 15 14 33 
i 21 7 0 4 3 14 
i 45 23 8 0 1 2 
i 44 22 7 5 0 3 
i 75 45 22 6 7 0 
i 0 8 23 45 46 77 
i 4 0 7 21 22 45 
i 15 3 0 6 7 22 
i 33 13 2 0 1 8 
i 34 14 3 5 0 7 
i 61 33 14 4 3 0 
i 0 4 15 33 34 61 
i 8 0 3 13 14 33 
i 23 7 0 2 3 14 
i 45 21 6 0 5 4 
i 46 22 7 1 0 3 
i 77 45 22 8 7 0 
n {-3,0},{-2,0} {-2,0},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 7 22 46 45 76 
i 3 0 7 23 22 45 
i 14 3 0 8 7 22 
i 34 15 4 0 5 6 
i 33 14 3 1 0 7 
i 60 33 14 2 3 0 
i 0 3 14 34 33 60 
i 7 0 3 15 14 33 
i 22 7 0 4 3 14 
i 46 23 8 0 1 2 
i 45 22 7 5 0 3 
i 76 45 22 6 7 0 
i 0 7 22 44 45 76 
i 3 0 7 21 22 45 
i 14 3 0 6 7 22 
i 32 13 2 0 1 8 
i 33 14 3 5 0 7 
i 60 33 14 4 3 0 
i 0 3 14 32 33 60 
i 7 0 3 13 14 33 
i 22 7 0 2 3 14 
i 44 21 6 0 5 4 
i 45 22 7 1 0 3 
i 76 45 22 8 7 0 
n {-3,-1},{-2,0} {-2,0},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 8 23 47 46 77 
i 4 0 7 23 22 45 
i 15 3 0 8 7 22 
i 35 15 4 0 5 6 
i 34 14 3 1 0 7 
i 61 33 14 2 3 0 
i 0 4 15 35 34 61 
i 8 0 3 15 14 33 
i 23 7 0 4 3 14 
i 47 23 8 0 1 2 
i 46 22 7 5 0 3 
i 77 45 22 6 7 0 
i 0 6 21 43 44 75 
i 2 0 7 21 22 45 
i 13 3 0 6 7 22 
i 31 13 2 0 1 8 
i 32 14 3 5 0 7 
i 59 33 14 4 3 0 
i 0 2 13 31 32 59 
i 6 0 3 13 14 33 
i 21 7 0 2 3 14 
i 43 21 6 0 5 4 
i 44 22 7 1 0 3 
i 75 45 22 8 7 0 
n {-2,-1},{-2,0} {-2,-1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 1 8 24 23 46 
i 5 0 7 23 22 45 
i 4 3 0 8 7 22 
i 16 15 4 0 5 6 
i 15 14 3 1 0 7 
i 34 33 14 2 3 0 
i 0 5 4 16 15 34 
i 1 0 3 15 14 33 
i 8 7 0 4 3 14 
i 24 23 8 0 1 2 
i 23 22 7 5 0 3 
i 46 45 22 6 7 0 
i 0 5 6 20 21 44 
i 1 0 7 21 22 45 
i 2 3 0 6 7 22 
i 12 13 2 0 1 8 
i 13 14 3 5 0 7 
i 32 33 14 4 3 0 
i 0 1 2 12 13 32 
i 5 0 3 13 14 33 
i 6 7 0 2 3 14 
i 20 21 6 0 5 4 
i 21 22 7 1 0 3 
i 44 45 22 8 7 0 
n {-3,0},{-2,-1} {-2,-1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 6 22 46 45 76 
i 2 0 8 24 23 46 
i 14 4 0 8 7 22 
i 34 16 4 0 5 6 
i 33 15 3 1 0 7 
i 60 34 14 2 3 0 
i 0 2 14 34 33 60 
i 6 0 4 16 15 34 
i 22 8 0 4 3 14 
i 46 24 8 0 1 2 
i 45 23 7 5 0 3 
i 76 46 22 6 7 0 
i 0 8 22 44 45 76 
i 4 0 6 20 21 44 
i 14 2 0 6 7 22 
i 32 12 2 0 1 8 
i 33 13 3 5 0 7 
i 60 32 14 4 3 0 
i 0 4 14 32 33 60 
i 8 0 2 12 13 32 
i 22 6 0 2 3 14 
i 44 20 6 0 5 4 
i 45 21 7 1 0 3 
i 76 44 22 8 7 0 
n {-3,-1},{-2,-1} {-2,-1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 7 23 47 46 77 
i 3 0 8 24 23 46 
i 15 4 0 8 7 22 
i 35 16 4 0 5 6 
i 34 15 3 1 0 7 
i 61 34 14 2 3 0 
i 0 3 15 35 34 61 
i 7 0 4 16 15 34 
i 23 8 0 4 3 14 
i 47 24 8 0 1 2 
i 46 23 7 5 0 3 
i 77 46 22 6 7 0 
i 0 7 21 43 44 75 
i 3 0 6 20 21 44 
i 13 2 0 6 7 22 
i 31 12 2 0 1 8 
i 32 13 3 5 0 7 
i 59 32 14 4 3 0 
i 0 3 13 31 32 59 
i 7 0 2 12 13 32 
i 21 6 0 2 3 14 
i 43 20 6 0 5 4 
i 44 21 7 1 0 3 
i 75 44 22 8 7 0 
n {-3,-2},{-2,-1} {-2,-1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 8 24 48 47 78 
i 4 0 8 24 23 46 
i 16 4 0 8 7 22 
i 36 16 4 0 5 6 
i 35 15 3 1 0 7 
i 62 34 14 2 3 0 
i 0 4 16 36 35 62 
i 8 0 4 16 15 34 
i 24 8 0 4 3 14 
i 48 24 8 0 1 2 
i 47 23 7 5 0 3 
i 78 46 22 6 7 0 
i 0 6 20 42 43 74 
i 2 0 6 20 21 44 
i 12 2 0 6 7 22 
i 30 12 2 0 1 8 
i 31 13 3 5 0 7 
i 58 32 14 4 3 0 
i 0 2 12 30 31 58 
i 6 0 2 12 13 32 
i 20 6 0 2 3 14 
i 42 20 6 0 5 4 
i 43 21 7 1 0 3 
i 74 44 22 8 7 0 
n {-2,-2},{-2,-1} {-2,-1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 1 9 25 24 47 
i 5 0 8 24 23 46 
i 17 4 0 8 7 22 
i 37 16 4 0 5 6 
i 16 15 3 1 0 7 
i 35 34 14 2 3 0 
i 0 5 17 37 16 35 
i 1 0 4 16 15 34 
i 9 8 0 4 3 14 
i 25 24 8 0 1 2 
i 24 23 7 5 0 3 
i 47 46 22 6 7 0 
i 0 5 19 41 20 43 
i 1 0 6 20 21 44 
i 11 2 0 6 7 22 
i 29 12 2 0 1 8 
i 12 13 3 5 0 7 
i 31 32 14 4 3 0 
i 0 1 11 29 12 31 
i 5 0 2 12 13 32 
i 19 6 0 2 3 14 
i 41 20 6 0 5 4 
i 20 21 7 1 0 3 
i 43 44 22 8 7 0 
n {-2,-1},{-1,-2} {-2,-1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 6 8 24 23 46 
i 2 0 10 26 9 24 
i 4 18 0 8 7 22 
i 16 38 4 0 5 6 
i 15 17 3 1 0 7 
i 34 16 14 2 3 0 
i 0 2 4 16 15 34 
i 6 0 18 38 17 16 
i 8 10 0 4 3 14 
i 24 26 8 0 1 2 
i 23 9 7 5 0 3 
i 46 24 22 6 7 0 
i 0 8 6 20 21 44 
i 4 0 18 40 19 20 
i 2 10 0 6 7 22 
i 12 28 2 0 1 8 
i 13 11 3 5 0 7 
i 32 12 14 4 3 0 
i 0 4 2 12 13 32 
i 8 0 10 28 11 12 
i 6 18 0 2 3 14 
i 20 40 6 0 5 4 
i 21 19 7 1 0 3 
i 44 20 22 8 7 0 
n {-2,0},{-1,-1} {-1,-1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 6 7 23 22 45 
i 2 0 1 9 8 23 
i 3 5 0 8 7 22 
i 15 17 4 0 5 6 
i 14 4 3 1 0 7 
i 33 15 14 2 3 0 
i 0 2 3 15 14 33 
i 6 0 5 17 4 15 
i 7 1 0 4 3 14 
i 23 9 8 0 1 2 
i 22 8 7 5 0 3 
i 45 23 22 6 7 0 
i 0 8 7 21 22 45 
i 4 0 5 19 6 21 
i 3 1 0 6 7 22 
i 13 11 2 0 1 8 
i 14 2 3 5 0 7 
i 33 13 14 4 3 0 
i 0 4 3 13 14 33 
i 8 0 1 11 2 13 
i 7 5 0 2 3 14 
i 21 19 6 0 5 4 
i 22 6 7 1 0 3 
i 45 21 22 8 7 0 
n {-2,-2},{-1,-1} {-1,-1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 8 9 25 24 47 
i 4 0 1 9 8 23 
i 17 5 0 8 7 22 
i 37 17 4 0 5 6 
i 16 4 3 1 0 7 
i 35 15 14 2 3 0 
i 0 4 17 37 16 35 
i 8 0 5 17 4 15 
i 9 1 0 4 3 14 
i 25 9 8 0 1 2 
i 24 8 7 5 0 3 
i 47 23 22 6 7 0 
i 0 6 19 41 20 43 
i 2 0 5 19 6 21 
i 11 1 0 6 7 22 
i 29 11 2 0 1 8 
i 12 2 3 5 0 7 
i 31 13 14 4 3 0 
i 0 2 11 29 12 31 
i 6 0 1 11 2 13 
i 19 5 0 2 3 14 
i 41 19 6 0 5 4 
i 20 6 7 1 0 3 
i 43 21 22 8 7 0 
n {-1,-2},{-1,-1} {-1,-1},{-1,0} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 1 10 26 9 24 
i 5 0 1 9 8 23 
i 18 5 0 8 7 22 
i 38 17 4 0 5 6 
i 17 4 3 1 0 7 
i 16 15 14 2 3 0 
i 0 5 18 38 17 16 
i 1 0 5 17 4 15 
i 10 1 0 4 3 14 
i 26 9 8 0 1 2 
i 9 8 7 5 0 3 
i 24 23 22 6 7 0 
i 0 5 18 40 19 20 
i 1 0 5 19 6 21 
i 10 1 0 6 7 22 
i 28 11 2 0 1 8 
i 11 2 3 5 0 7 
i 12 13 14 4 3 0 
i 0 1 10 28 11 12 
i 5 0 1 11 2 13 
i 18 5 0 2 3 14 
i 40 19 6 0 5 4 
i 19 6 7 1 0 3 
i 20 21 22 8 7 0 
n {-1,-1},{-1,0} {-1,-1},{0,-2} {-1,0},{0,1} {0,0},{0,1} {0,0},{1,0} 
i 0 1 6 9 8 23 
i 5 0 19 8 7 22 
i 2 11 0 27 10 9 
i 17 4 39 0 5 6 
i 4 3 18 1 0 7 
i 15 14 17 2 3 0 
i 0 5 2 17 4 15 
i 1 0 11 4 3 14 
i 6 19 0 39 18 17 
i 9 8 27 0 1 2 
i 8 7 10 5 0 3 
i 23 22 9 6 7 0 
i 0 5 8 19 6 21 
i 1 0 9 6 7 22 
i 4 17 0 39 18 19 
i 11 2 27 0 1 8 
i 2 3 10 5 0 7 
i 13 14 11 4 3 0 
i 0 1 4 11 2 13 
i 5 0 17 2 3 14 
i 8 9 0 27 10 11 
i 19 6 39 0 5 4 
i 6 7 18 1 0 3 
i 21 22 19 8 7 0 
n {-1,0},{0,-1} {-1,0},{0,1} {0,-1},{1,-1} {0,0},{0,1} {0,0},{1,0} 
i 0 6 8 21 7 22 
i 2 0 10 7 1 8 
i 4 18 0 19 5 6 
i 13 3 11 0 2 1 
i 3 5 1 6 0 7 
i 14 4 2 5 3 0 
i 0 2 4 13 3 14 
i 6 0 18 3 5 4 
i 8 10 0 11 1 2 
i 21 7 19 0 6 5 
i 7 1 5 2 0 3 
i 22 8 6 1 7 0 
i 0 8 6 23 7 22 
i 4 0 18 7 5 6 
i 2 10 0 9 1 8 
i 15 3 17 0 4 5 
